Time,Signal_Sin_Pur,Signal_Bruité,Signal_Filtré
0.0,0.0,1.3417506155868015,0.020751906010958793
0.00020002000200020003,0.01885131700356857,0.6376398461779488,0.050723825642065144
0.00040004000400040005,0.03770188964055507,0.4324602069768485,0.06570528595771287
0.0006000600060006001,0.05655097357376966,0.9690265589191133,0.08534865447796028
0.0008000800080008001,0.07539782452480569,0.5999595812487976,0.10697499700718974
0.001000100010001,0.09424169830342848,-0.35715660787524695,0.1074212455938064
0.0012001200120012002,0.11308185083696055,-0.6825477546584593,0.088018058375306
0.0014001400140014,0.1319175381996621,0.21759455592097499,0.07810433083569135
0.0016001600160016002,0.15074801664210605,-0.8744930456952256,0.06552857868948588
0.0018001800180018003,0.1695725426205455,2.7149673308766005,0.09196692211753382
0.002000200020002,0.18839037282627386,0.30489607966971805,0.13582823518878018
0.0022002200220022,0.20720076421497488,1.854451449051571,0.16502381517615688
0.0024002400240024004,0.22600297403606293,0.6841018620395896,0.19918120759987307
0.0026002600260026003,0.24479625986201112,-0.589380979268106,0.1944849991772527
0.0028002800280028,0.2635798796176673,1.0620893680801011,0.1957801215256951
0.0030003000300030005,0.28235309160955546,1.7213933070803904,0.2327742908743142
0.0032003200320032004,0.3011151545551623,0.699182672690323,0.2630113143131747
0.0034003400340034003,0.31986532761220804,1.3029985993575885,0.2858420140495423
0.0036003600360036006,0.33860287040789916,0.5137447475218901,0.30509846428794923
0.0038003800380038005,0.357327043068163,0.8619558941806571,0.3169379677853236
0.004000400040004,0.3760371062468625,-0.3309929179187022,0.3153462859674997
0.0042004200420042,0.3947323211549901,0.5079578876948233,0.3083288026548791
0.0044004400440044,0.4134119495898399,-0.021000518185799455,0.30632282101293373
0.004600460046004601,0.4320752539641566,-0.12779636046874654,0.2945461291013769
0.004800480048004801,0.4507214973352591,1.5649473105481158,0.3076624519568753
0.005000500050005001,0.46934994343414105,-0.5195775601732773,0.3143136508686453
0.005200520052005201,0.48795985669454167,-0.8694071349956375,0.28310867578609666
0.0054005400540054005,0.506550502281992,0.5165154815599085,0.2688934680834278
0.0056005600560056,0.5251211461228295,0.4749114830336032,0.2759095969551865
0.005800580058005801,0.5436710549331844,1.3715082376956302,0.29593226595357813
0.006000600060006001,0.5621994962479341,-0.5754725516523015,0.2990900365195561
0.006200620062006201,0.5807057384496257,0.8172391214192822,0.2935776414179484
0.006400640064006401,0.5991890507973643,1.2419223569507722,0.3163441181852532
0.006600660066006601,0.6176487034556677,1.6156820077458232,0.35075531937340904
0.006800680068006801,0.6360839675232846,-0.010964550878103885,0.3647245792197367
0.0070007000700070005,0.6544941150619755,-0.4267466750815053,0.3466729366004624
0.007200720072007201,0.6728784191252577,0.65442866086264,0.339470843221726
0.007400740074007401,0.6912361537871081,0.12120135010250843,0.34096625302405636
0.007600760076007601,0.7095665941706282,1.6295820450783698,0.35749741234184984
0.007800780078007801,0.727869016476666,0.29102085582123205,0.37614369816653986
0.008000800080008,0.7461426980123971,-0.6133197468175706,0.3595238335089242
0.008200820082008202,0.7643869172198601,1.4298510299130724,0.36103154352220945
0.0084008400840084,0.782600953704448,3.84834226873396,0.4314979810453385
0.008600860086008601,0.8007840882633557,1.7943116469730493,0.5054215637631294
0.0088008800880088,0.8189356029139757,0.04829364952778625,0.5182858398465675
0.009000900090009001,0.8370547809222515,-0.8406657329088663,0.48999886264697334
0.009200920092009202,0.8551409068309761,-0.05265737153678729,0.46102553680271735
0.009400940094009401,0.8731932664880444,0.820848780429123,0.4586458983930808
0.009600960096009602,0.8912111470746514,1.6829966489136776,0.483183999200854
0.0098009800980098,0.9091938371334392,0.48379318681514766,0.501750073143604
0.010001000100010001,0.92714062659659,1.1189102521668481,0.5110175258781207
0.0102010201020102,0.9450508068138623,1.613690966003419,0.5374736406721694
0.010401040104010401,0.9629236705805758,-0.017456563517325163,0.5455360191924326
0.010601060106010602,0.980758512165533,0.24489941725470077,0.5321788785584499
0.010801080108010801,0.9985546273388877,0.5543306019074616,0.5280783357041964
0.011001100110011002,1.0163113133999524,1.5849933709277426,0.5448309168263765
0.0112011201120112,1.034027869204944,2.8783824894345864,0.597009761074204
0.011401140114011402,1.0517035951946712,2.44897229506077,0.6609371287083846
0.011601160116011602,1.069337793422155,1.9016752559705346,0.7077810190613643
0.011801180118011801,1.0869297675801903,2.9488766760962313,0.7609075737278179
0.012001200120012002,1.1044788230288392,1.970078472269193,0.8134487309190276
0.012201220122012201,1.1219842668228588,0.009678942335501706,0.8189061657730018
0.012401240124012402,1.1394454077390663,1.0574103588343715,0.8100791970747423
0.012601260126012601,1.156861556303628,1.1592375541017748,0.8193046777911938
0.012801280128012802,1.1742320248192886,-0.5769150573988984,0.8029678374264946
0.013001300130013002,1.1915561273925221,0.6939639788897054,0.7799402810327746
0.013201320132013201,1.2088331799606173,0.498620816733372,0.7742595776778491
0.013401340134013402,1.2260625003186885,-0.012252673217105547,0.7578320406146394
0.013601360136013601,1.2432434081466122,1.4882349926670604,0.7572183109235718
0.013801380138013802,1.2603752250358917,1.771534199854961,0.784212133056957
0.014001400140014001,1.277457274516443,1.1399853847137291,0.8049848366343225
0.014201420142014202,1.294488882083309,0.8765113782769778,0.8112723030672195
0.014401440144014403,1.3114693752232893,1.7618739823435174,0.8269835921952493
0.014601460146014602,1.3283980834414988,1.4894439143269722,0.8516886837843264
0.014801480148014802,1.3452743382878407,0.1170977605077479,0.850190994742282
0.015001500150015001,1.3620974733834015,1.9474079584251185,0.8558226384487142
0.015201520152015202,1.3788668244467646,1.6860827073636422,0.8855464592650181
0.015401540154015403,1.3955817293202386,-0.2527973133435728,0.8803218296527859
0.015601560156015602,1.4122415279960057,1.3347341290602346,0.8698247518325595
