timestmp,X_IN,X_OUT
0.0,3.0,0.02244284579974281
0.001000100010001,3.0,0.036204813426867544
0.002000200020002,3.0,0.06257334959491842
0.003000300030003,3.0,0.09905517678704659
0.004000400040004,3.0,0.13401978922141952
0.005000500050005001,3.0,0.16484888356216176
0.006000600060006,3.0,0.20326151784084007
0.0070007000700070005,3.0,0.24576698605565775
0.008000800080008,3.0,0.2754275918138092
0.009000900090009001,3.0,0.28737940769088377
0.010001000100010001,3.0,0.30170138434264365
0.011001100110011002,3.0,0.3202565576157548
0.012001200120012,3.0,0.33409101358413407
0.013001300130013,3.0,0.35167442939758664
0.014001400140014001,3.0,0.3746339069995385
0.015001500150015001,3.0,0.3910782397516028
0.016001600160016,3.0,0.40634097740886227
0.017001700170017002,3.0,0.43602017756772743
0.018001800180018002,3.0,0.46443498824559293
0.019001900190019003,3.0,0.4811710638145065
0.020002000200020003,3.0,0.49900551018860556
0.021002100210021003,3.0,0.5220361481705283
0.022002200220022004,3.0,0.5416041902538485
0.023002300230023004,3.0,0.556765533285112
0.024002400240024,3.0,0.5705199314685039
0.025002500250025,3.0,0.583976815847923
0.026002600260026,3.0,0.6019677607323795
0.027002700270027002,3.0,0.6205580589403452
0.028002800280028002,3.0,0.6399585726121939
0.029002900290029002,3.0,0.663820879433085
0.030003000300030003,3.0,0.6848599237418088
0.031003100310031003,3.0,0.7002362752957276
0.032003200320032,3.0,0.7143796943240688
0.033003300330033,3.0,0.7250603992048508
0.034003400340034004,3.0,0.7371582656792348
0.035003500350035,3.0,0.7549698476589896
0.036003600360036005,3.0,0.7746555411852712
0.037003700370037,3.0,0.790729218729296
0.038003800380038005,3.0,0.7998665689706892
0.039003900390039,3.0,0.8167032559855858
0.040004000400040006,3.0,0.8372885356825884
0.041004100410041,3.0,0.845676176271857
0.04200420042004201,3.0,0.8477952220408475
0.043004300430043,3.0,0.8558204293301429
0.04400440044004401,3.0,0.8697663692806618
0.045004500450045004,3.0,0.8795462956673245
0.04600460046004601,3.0,0.8873759143396152
0.047004700470047005,3.0,0.8978613210757266
0.048004800480048,3.0,0.9003689519051482
0.049004900490049005,3.0,0.9013038945330132
0.05000500050005,3.0,0.9111734529885849
0.051005100510051006,3.0,0.9240246240712063
0.052005200520052,3.0,0.9409849334790142
0.05300530053005301,3.0,0.9604213981305746
0.054005400540054004,3.0,0.9704894963097732
0.05500550055005501,3.0,0.974925882439452
0.056005600560056004,3.0,0.9803073474530024
0.05700570057005701,3.0,0.9825803996390532
0.058005800580058005,3.0,0.9877831193491765
0.05900590059005901,3.0,0.997724880253553
0.060006000600060005,3.0,1.0072024813026066
0.06100610061006101,3.0,1.0213533392811567
0.062006200620062006,3.0,1.033390630020765
0.063006300630063,3.0,1.0383253767223937
0.064006400640064,3.0,1.0464469436408634
0.06500650065006501,3.0,1.056106556373047
0.066006600660066,3.0,1.064135265657671
0.067006700670067,3.0,1.078010177496704
0.06800680068006801,3.0,1.0961925494334726
0.06900690069006901,3.0,1.1095334803290897
0.07000700070007,3.0,1.1210600133368716
0.071007100710071,3.0,1.1304206760522315
0.07200720072007201,3.0,1.138964804303972
0.07300730073007301,3.0,1.154003551315786
0.074007400740074,3.0,1.171044303469792
0.075007500750075,3.0,1.1851688628672112
0.07600760076007601,3.0,1.197370679110608
0.07700770077007701,3.0,1.2056869646809045
0.078007800780078,3.0,1.2145163405224797
0.07900790079007901,3.0,1.224255395635937
0.08000800080008001,3.0,1.2344508326350132
0.081008100810081,3.0,1.2432131363923336
0.082008200820082,3.0,1.243091489161612
0.08300830083008301,3.0,1.244733913867443
0.08400840084008401,3.0,1.2504044418670344
0.085008500850085,3.0,1.2579104011914857
